Time,BLOCCO1:ZONA3:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Load [W],BLOCCO1:ZONA3:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) LUG:Des Sens Cool Load [W],BLOCCO1:ZONA3:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Mass Flow [kg/s],BLOCCO1:ZONA3:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) LUG:Des Cool Mass Flow [kg/s],BLOCCO1:ZONA6:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Load [W],BLOCCO1:ZONA6:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Sens Cool Load [W],BLOCCO1:ZONA6:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Mass Flow [kg/s],BLOCCO1:ZONA6:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Cool Mass Flow [kg/s],BLOCCO1:ZONA5:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Load [W],BLOCCO1:ZONA5:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Sens Cool Load [W],BLOCCO1:ZONA5:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Mass Flow [kg/s],BLOCCO1:ZONA5:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Cool Mass Flow [kg/s],BLOCCO1:ZONA7:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Load [W],BLOCCO1:ZONA7:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Sens Cool Load [W],BLOCCO1:ZONA7:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Mass Flow [kg/s],BLOCCO1:ZONA7:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Cool Mass Flow [kg/s],BLOCCO1:ZONA1:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Load [W],BLOCCO1:ZONA1:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Sens Cool Load [W],BLOCCO1:ZONA1:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Mass Flow [kg/s],BLOCCO1:ZONA1:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) GIU:Des Cool Mass Flow [kg/s],BLOCCO1:ZONA2:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Load [W],BLOCCO1:ZONA2:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) LUG:Des Sens Cool Load [W],BLOCCO1:ZONA2:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Mass Flow [kg/s],BLOCCO1:ZONA2:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) LUG:Des Cool Mass Flow [kg/s],BLOCCO1:ZONA4:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Load [W],BLOCCO1:ZONA4:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) LUG:Des Sens Cool Load [W],BLOCCO1:ZONA4:WINTER DESIGN DAY IN SENZA TITOLO (01-01:31-12):Des Heat Mass Flow [kg/s],BLOCCO1:ZONA4:SUMMER DESIGN DAY IN SENZA TITOLO (01-01:31-12) LUG:Des Cool Mass Flow [kg/s]
17:30:00,3.304345E+03,1.300154E+03,2.129490E-01,9.115430E-02,4.874293E+03,1.954185E+03,3.141008E-01,1.370131E-01,8.990484E+02,3.295634E+02,5.794542E-02,2.310440E-02,2.001722E+03,7.203529E+02,1.290046E-01,5.050381E-02,1.701629E+03,5.798065E+02,1.096735E-01,4.064815E-02,2.210315E+03,7.931684E+02,1.424496E-01,5.560819E-02,1.432905E+03,5.443498E+02,9.235025E-02,3.816298E-02
17:40:00,3.265019E+03,1.310599E+03,2.104106E-01,9.188665E-02,4.816958E+03,1.970960E+03,3.104057E-01,1.381894E-01,8.863627E+02,3.310978E+02,5.712788E-02,2.321198E-02,1.976169E+03,7.255988E+02,1.273569E-01,5.087164E-02,1.678630E+03,5.826495E+02,1.081902E-01,4.084749E-02,2.183065E+03,7.992092E+02,1.406900E-01,5.603175E-02,1.414156E+03,5.480457E+02,9.114028E-02,3.842211E-02
17:50:00,3.233515E+03,1.320653E+03,2.083701E-01,9.259155E-02,4.771175E+03,1.987252E+03,3.074434E-01,1.393318E-01,8.756595E+02,3.325968E+02,5.643647E-02,2.331708E-02,1.955260E+03,7.307440E+02,1.260042E-01,5.123239E-02,1.659171E+03,5.854495E+02,1.069330E-01,4.104380E-02,2.161033E+03,8.051138E+02,1.392642E-01,5.644573E-02,1.398723E+03,5.515527E+02,9.014221E-02,3.866798E-02
18:00:00,3.206063E+03,1.330262E+03,2.065964E-01,9.326524E-02,4.731172E+03,2.002820E+03,3.048588E-01,1.404233E-01,8.659739E+02,3.340529E+02,5.581176E-02,2.341916E-02,1.936727E+03,7.356770E+02,1.248073E-01,5.157825E-02,1.641657E+03,5.881320E+02,1.058036E-01,4.123186E-02,2.141792E+03,8.108503E+02,1.380221E-01,5.684791E-02,1.385039E+03,5.548084E+02,8.925929E-02,3.889623E-02
18:10:00,3.181573E+03,1.337414E+03,2.050182E-01,9.376670E-02,4.695353E+03,2.014555E+03,3.025502E-01,1.412461E-01,8.569782E+02,3.350655E+02,5.523225E-02,2.349015E-02,1.919882E+03,7.393152E+02,1.237218E-01,5.183332E-02,1.625578E+03,5.899752E+02,1.047680E-01,4.136108E-02,2.124578E+03,8.151100E+02,1.369133E-01,5.714655E-02,1.372597E+03,5.571336E+02,8.845795E-02,3.905924E-02
18:20:00,3.159329E+03,1.343606E+03,2.035858E-01,9.420074E-02,4.662680E+03,2.025167E+03,3.004461E-01,1.419900E-01,8.484735E+02,3.359886E+02,5.468435E-02,2.355486E-02,1.904292E+03,7.425833E+02,1.227176E-01,5.206243E-02,1.610598E+03,5.916008E+02,1.038029E-01,4.147503E-02,2.108909E+03,8.187849E+02,1.359042E-01,5.740417E-02,1.361075E+03,5.590983E+02,8.771582E-02,3.919696E-02
18:30:00,3.138825E+03,1.348726E+03,2.022647E-01,9.455969E-02,4.632445E+03,2.034578E+03,2.984984E-01,1.426498E-01,8.403391E+02,3.368165E+02,5.416009E-02,2.361290E-02,1.889669E+03,7.454347E+02,1.217754E-01,5.226232E-02,1.596488E+03,5.929873E+02,1.028935E-01,4.157223E-02,2.094426E+03,8.218017E+02,1.349710E-01,5.761564E-02,1.350261E+03,5.606667E+02,8.701891E-02,3.930689E-02
18:40:00,3.119718E+03,1.352692E+03,2.010331E-01,9.483767E-02,4.604160E+03,2.042739E+03,2.966756E-01,1.432219E-01,8.325029E+02,3.375430E+02,5.365496E-02,2.366382E-02,1.875831E+03,7.478458E+02,1.208836E-01,5.243134E-02,1.583104E+03,5.941229E+02,1.020308E-01,4.165183E-02,2.080898E+03,8.240881E+02,1.340990E-01,5.777591E-02,1.340026E+03,5.618013E+02,8.635915E-02,3.938642E-02
18:50:00,3.101768E+03,1.355389E+03,1.998762E-01,9.502675E-02,4.577482E+03,2.049591E+03,2.949561E-01,1.437022E-01,8.249194E+02,3.381612E+02,5.316614E-02,2.370716E-02,1.862642E+03,7.498152E+02,1.200334E-01,5.256939E-02,1.570334E+03,5.949874E+02,1.012076E-01,4.171243E-02,2.068165E+03,8.255474E+02,1.332782E-01,5.787819E-02,1.330269E+03,5.624517E+02,8.573021E-02,3.943200E-02
19:00:00,3.084808E+03,1.380380E+03,1.987831E-01,9.677881E-02,4.552175E+03,2.055074E+03,2.933251E-01,1.440867E-01,8.175615E+02,3.386643E+02,5.269187E-02,2.374243E-02,1.850015E+03,7.513005E+02,1.192196E-01,5.267351E-02,1.558100E+03,5.955547E+02,1.004190E-01,4.175219E-02,2.056112E+03,8.442400E+02,1.325014E-01,5.918868E-02,1.320926E+03,5.754874E+02,8.512806E-02,4.034588E-02
19:10:00,3.068701E+03,1.415014E+03,1.977451E-01,9.920744E-02,4.528054E+03,2.062119E+03,2.917707E-01,1.445805E-01,8.104113E+02,3.394958E+02,5.223101E-02,2.380072E-02,1.837888E+03,7.574687E+02,1.184380E-01,5.310594E-02,1.546346E+03,5.989568E+02,9.966143E-02,4.199070E-02,2.044655E+03,8.705789E+02,1.317630E-01,6.103561E-02,1.311953E+03,5.936213E+02,8.454972E-02,4.161744E-02
19:20:00,3.053347E+03,1.446852E+03,1.967555E-01,1.014401E-01,4.504998E+03,2.068524E+03,2.902848E-01,1.450296E-01,8.034556E+02,3.402873E+02,5.178268E-02,2.385622E-02,1.826212E+03,7.646116E+02,1.176855E-01,5.360682E-02,1.535025E+03,6.029105E+02,9.893172E-02,4.226792E-02,2.033706E+03,8.952226E+02,1.310573E-01,6.276375E-02,1.303313E+03,6.103739E+02,8.399285E-02,4.279217E-02
19:30:00,3.038677E+03,1.472558E+03,1.958101E-01,1.032427E-01,4.482895E+03,2.074139E+03,2.888605E-01,1.454234E-01,7.966845E+02,3.410306E+02,5.134624E-02,2.390834E-02,1.814949E+03,7.709450E+02,1.169596E-01,5.405096E-02,1.524100E+03,6.063800E+02,9.822749E-02,4.251122E-02,2.023229E+03,9.153217E+02,1.303821E-01,6.417310E-02,1.294978E+03,6.239458E+02,8.345561E-02,4.374380E-02
19:40:00,3.024626E+03,1.489949E+03,1.949046E-01,1.044621E-01,4.461657E+03,2.079104E+03,2.874918E-01,1.457717E-01,7.900899E+02,3.417211E+02,5.092118E-02,2.395678E-02,1.804059E+03,7.756739E+02,1.162577E-01,5.438261E-02,1.513533E+03,6.089048E+02,9.754642E-02,4.268829E-02,2.013180E+03,9.286951E+02,1.297344E-01,6.511075E-02,1.286916E+03,6.331618E+02,8.293600E-02,4.438993E-02
19:50:00,3.011138E+03,1.499056E+03,1.940353E-01,1.051005E-01,4.441207E+03,2.083395E+03,2.861740E-01,1.460728E-01,7.836651E+02,3.423573E+02,5.050707E-02,2.400141E-02,1.793523E+03,7.784331E+02,1.155787E-01,5.457613E-02,1.503305E+03,6.103607E+02,9.688714E-02,4.279040E-02,2.003520E+03,9.349602E+02,1.291119E-01,6.554992E-02,1.279116E+03,6.380619E+02,8.243326E-02,4.473341E-02
20:00:00,2.998166E+03,1.480486E+03,1.931993E-01,1.037985E-01,4.421484E+03,2.086968E+03,2.849030E-01,1.463236E-01,7.774041E+02,3.429391E+02,5.010351E-02,2.404224E-02,1.783318E+03,7.797868E+02,1.149211E-01,5.467107E-02,1.493392E+03,6.109942E+02,9.624822E-02,4.283486E-02,1.994219E+03,9.194284E+02,1.285124E-01,6.446087E-02,1.271561E+03,6.279086E+02,8.194633E-02,4.402152E-02
20:10:00,2.985669E+03,1.449315E+03,1.923939E-01,1.016125E-01,4.402432E+03,2.087334E+03,2.836752E-01,1.463495E-01,7.713016E+02,3.430800E+02,4.971018E-02,2.405215E-02,1.773426E+03,7.753903E+02,1.142835E-01,5.436287E-02,1.483776E+03,6.082133E+02,9.562841E-02,4.263993E-02,1.985247E+03,8.938707E+02,1.279342E-01,6.266859E-02,1.264236E+03,6.113090E+02,8.147427E-02,4.285747E-02
20:20:00,2.973612E+03,1.419002E+03,1.916169E-01,9.948672E-02,4.384005E+03,2.086679E+03,2.824877E-01,1.463038E-01,7.653527E+02,3.431395E+02,4.932674E-02,2.405636E-02,1.763828E+03,7.691793E+02,1.136650E-01,5.392737E-02,1.474440E+03,6.044192E+02,9.502661E-02,4.237394E-02,1.976582E+03,8.684963E+02,1.273757E-01,6.088917E-02,1.257130E+03,5.952705E+02,8.101624E-02,4.173278E-02
20:30:00,2.961964E+03,1.393416E+03,1.908662E-01,9.769262E-02,4.366161E+03,2.085128E+03,2.813378E-01,1.461952E-01,7.595526E+02,3.431152E+02,4.895289E-02,2.405468E-02,1.754510E+03,7.630732E+02,1.130644E-01,5.349921E-02,1.465367E+03,6.007071E+02,9.444184E-02,4.211368E-02,1.968202E+03,8.465955E+02,1.268356E-01,5.935351E-02,1.250230E+03,5.818685E+02,8.057152E-02,4.079309E-02
20:40:00,2.950699E+03,1.375089E+03,1.901402E-01,9.640769E-02,4.348863E+03,2.082511E+03,2.802231E-01,1.460118E-01,7.538970E+02,3.429993E+02,4.858835E-02,2.404655E-02,1.745457E+03,7.579205E+02,1.124810E-01,5.313792E-02,1.456545E+03,5.975585E+02,9.387323E-02,4.189294E-02,1.960089E+03,8.306451E+02,1.263128E-01,5.823524E-02,1.243526E+03,5.724576E+02,8.013944E-02,4.013334E-02
20:50:00,2.939792E+03,1.364259E+03,1.894373E-01,9.564862E-02,4.332079E+03,2.078823E+03,2.791415E-01,1.457532E-01,7.483815E+02,3.427801E+02,4.823285E-02,2.403119E-02,1.736657E+03,7.541010E+02,1.119138E-01,5.287014E-02,1.447962E+03,5.951154E+02,9.332001E-02,4.172167E-02,1.952227E+03,8.212637E+02,1.258060E-01,5.757766E-02,1.237009E+03,5.671351E+02,7.971940E-02,3.976029E-02
21:00:00,2.929221E+03,1.356870E+03,1.887561E-01,9.513086E-02,4.315780E+03,2.074091E+03,2.780912E-01,1.454214E-01,7.430021E+02,3.424451E+02,4.788612E-02,2.400770E-02,1.728098E+03,7.510847E+02,1.113622E-01,5.265871E-02,1.439607E+03,5.931521E+02,9.278145E-02,4.158405E-02,1.944599E+03,8.151805E+02,1.253144E-01,5.715138E-02,1.230670E+03,5.638310E+02,7.931086E-02,3.952878E-02
21:10:00,2.918966E+03,1.216674E+03,1.880952E-01,8.453365E-02,4.299940E+03,1.843168E+03,2.770704E-01,1.282459E-01,7.377548E+02,3.026751E+02,4.754790E-02,2.106798E-02,1.719770E+03,6.620121E+02,1.108255E-01,4.609922E-02,1.431469E+03,5.229547E+02,9.225693E-02,3.640867E-02,1.937194E+03,7.254949E+02,1.248372E-01,5.044724E-02,1.224502E+03,5.034444E+02,7.891330E-02,3.498959E-02
21:20:00,2.909011E+03,1.118564E+03,1.874537E-01,7.651942E-02,4.284534E+03,1.677613E+03,2.760777E-01,1.150444E-01,7.326358E+02,2.699010E+02,4.721796E-02,1.855611E-02,1.711663E+03,5.936587E+02,1.103030E-01,4.080225E-02,1.423539E+03,4.654612E+02,9.174583E-02,3.201107E-02,1.929999E+03,6.599327E+02,1.243735E-01,4.522438E-02,1.218497E+03,4.578910E+02,7.852628E-02,3.136632E-02
21:30:00,2.899340E+03,9.812099E+02,1.868304E-01,6.610977E-02,4.269542E+03,1.446928E+03,2.751115E-01,9.785698E-02,7.276414E+02,2.281212E+02,4.689605E-02,1.549257E-02,1.703768E+03,5.032957E+02,1.097941E-01,3.415994E-02,1.415810E+03,3.922069E+02,9.124761E-02,2.664987E-02,1.923004E+03,5.716915E+02,1.239227E-01,3.861943E-02,1.212649E+03,3.973422E+02,7.814935E-02,2.682826E-02
21:40:00,2.889937E+03,8.501985E+02,1.862244E-01,5.609658E-02,4.254942E+03,1.223392E+03,2.741707E-01,8.111494E-02,7.227681E+02,1.878802E+02,4.658194E-02,1.252389E-02,1.696076E+03,4.157799E+02,1.092984E-01,2.769584E-02,1.408272E+03,3.215502E+02,9.076177E-02,2.145038E-02,1.916198E+03,4.873081E+02,1.234840E-01,3.225714E-02,1.206951E+03,3.396967E+02,7.778212E-02,2.247132E-02
21:50:00,2.880789E+03,7.190702E+02,1.856349E-01,4.608454E-02,4.240718E+03,9.991113E+02,2.732540E-01,6.433768E-02,7.180124E+02,1.476554E+02,4.627541E-02,9.557137E-03,1.688580E+03,3.282708E+02,1.088153E-01,2.123642E-02,1.400919E+03,2.509615E+02,9.028783E-02,1.625798E-02,1.909573E+03,4.030956E+02,1.230570E-01,2.591141E-02,1.201398E+03,2.821641E+02,7.742421E-02,1.812443E-02
22:00:00,2.871885E+03,5.863783E+02,1.850610E-01,3.598440E-02,4.226852E+03,7.713948E+02,2.723605E-01,4.736118E-02,7.133710E+02,1.071498E+02,4.597625E-02,6.574245E-03,1.681272E+03,2.398059E+02,1.083443E-01,1.472283E-02,1.393744E+03,1.798960E+02,8.982535E-02,1.103933E-02,1.903120E+03,3.181105E+02,1.226411E-01,1.952381E-02,1.195984E+03,2.242133E+02,7.707529E-02,1.375464E-02
22:10:00,2.441664E+03,5.852708E+02,1.561781E-01,3.590853E-02,3.565182E+03,7.636700E+02,2.286436E-01,4.685078E-02,5.925350E+02,1.054380E+02,3.818844E-02,6.468241E-03,1.409140E+03,2.360201E+02,9.055851E-02,1.447884E-02,1.161920E+03,1.762673E+02,7.480718E-02,1.081322E-02,1.615948E+03,3.166835E+02,1.034044E-01,1.942869E-02,1.003438E+03,2.233641E+02,6.446477E-02,1.370376E-02
22:20:00,2.053311E+03,5.411097E+02,1.290859E-01,3.320253E-02,2.968906E+03,6.865674E+02,1.877251E-01,4.212451E-02,4.744436E+02,9.636295E+01,3.053407E-02,5.911982E-03,1.160443E+03,2.106321E+02,7.378655E-02,1.292243E-02,9.443994E+02,1.594898E+02,6.041832E-02,9.784736E-03,1.356505E+03,2.909923E+02,8.536065E-02,1.785418E-02,8.268759E+02,2.076470E+02,5.254876E-02,1.274070E-02
22:30:00,1.707001E+03,5.346678E+02,1.038058E-01,3.280755E-02,2.438065E+03,6.704773E+02,1.496226E-01,4.113723E-02,3.623984E+02,9.590978E+01,2.315395E-02,5.884202E-03,9.341066E+02,2.062140E+02,5.798571E-02,1.265134E-02,7.407422E+02,1.579363E+02,4.664027E-02,9.689441E-03,1.121604E+03,2.873936E+02,6.837734E-02,1.763349E-02,6.649423E+02,2.066058E+02,4.126949E-02,1.267694E-02
22:40:00,1.377213E+03,5.200394E+02,7.923703E-02,3.191077E-02,1.943767E+03,6.431012E+02,1.130921E-01,3.945832E-02,2.548866E+02,9.353087E+01,1.597899E-02,5.738382E-03,7.202262E+02,1.978329E+02,4.273135E-02,1.213736E-02,5.460334E+02,1.531976E+02,3.326358E-02,9.398916E-03,8.960508E+02,2.790880E+02,5.180158E-02,1.712428E-02,5.103420E+02,2.021747E+02,3.031473E-02,1.240539E-02
22:50:00,1.057028E+03,5.034904E+02,5.509969E-02,3.089521E-02,1.457026E+03,6.123443E+02,7.692350E-02,3.757093E-02,1.505457E+02,9.075123E+01,8.953988E-03,5.567837E-03,5.100170E+02,1.882878E+02,2.765611E-02,1.155169E-02,3.545478E+02,1.477772E+02,2.004762E-02,9.066339E-03,6.769683E+02,2.696004E+02,3.551846E-02,1.654209E-02,3.589273E+02,1.970411E+02,1.951237E-02,1.209038E-02
23:00:00,7.442642E+02,4.863519E+02,3.130453E-02,2.984311E-02,9.829503E+02,5.809413E+02,4.133504E-02,3.564348E-02,4.785967E+01,8.787450E+01,2.014822E-03,5.391280E-03,3.045895E+02,1.785243E+02,1.280723E-02,1.095250E-02,1.670535E+02,1.422032E+02,7.024555E-03,8.724261E-03,4.625278E+02,2.597713E+02,1.945247E-02,1.593877E-02,2.106622E+02,1.916714E+02,8.861190E-03,1.176077E-02
23:10:00,8.581075E+02,3.987379E+02,3.607604E-02,2.446677E-02,1.163980E+03,4.720363E+02,4.893143E-02,2.896129E-02,6.331762E+01,7.215656E+01,2.664641E-03,4.426920E-03,3.670147E+02,1.450456E+02,1.542937E-02,8.898479E-03,2.070862E+02,1.164103E+02,8.706564E-03,7.141787E-03,5.323498E+02,2.127311E+02,2.238182E-02,1.305241E-02,2.517318E+02,1.577072E+02,1.058554E-02,9.676683E-03
23:20:00,9.347087E+02,3.135107E+02,3.928556E-02,1.923705E-02,1.286026E+03,3.676319E+02,5.405231E-02,2.255544E-02,7.759434E+01,5.682468E+01,3.264697E-03,3.486266E-03,4.086173E+02,1.129439E+02,1.717566E-02,6.928995E-03,2.354001E+02,9.137708E+01,9.895579E-03,5.605963E-03,5.775829E+02,1.670500E+02,2.427499E-02,1.024951E-02,2.787022E+02,1.244608E+02,1.171554E-02,7.636693E-03
23:30:00,9.734698E+02,2.308727E+02,4.089306E-02,1.416627E-02,1.348532E+03,2.680209E+02,5.665718E-02,1.644382E-02,8.727743E+01,4.191719E+01,3.669075E-03,2.571660E-03,4.302604E+02,8.231867E+01,1.807920E-02,5.050124E-03,2.522119E+02,6.717023E+01,1.060009E-02,4.120854E-03,6.011467E+02,1.228472E+02,2.525277E-02,7.537351E-03,2.928532E+02,9.200949E+01,1.230514E-02,5.645509E-03
23:40:00,9.995881E+02,1.509830E+02,4.198491E-02,9.264202E-03,1.379979E+03,1.734223E+02,5.797146E-02,1.063983E-02,9.380062E+01,2.746196E+01,3.943130E-03,1.684808E-03,4.417154E+02,5.324403E+01,1.855841E-02,3.266411E-03,2.623191E+02,4.384256E+01,1.102394E-02,2.689699E-03,6.180270E+02,8.021680E+01,2.595866E-02,4.921709E-03,3.014018E+02,6.041392E+01,1.266291E-02,3.706852E-03
23:50:00,1.019732E+03,7.398362E+01,4.282963E-02,4.539542E-03,1.409030E+03,8.402757E+01,5.919042E-02,5.155216E-03,9.846507E+01,1.348279E+01,4.139077E-03,8.271727E-04,4.516879E+02,2.578598E+01,1.897672E-02,1.581902E-03,2.713436E+02,2.143926E+01,1.140280E-02,1.315269E-03,6.309394E+02,3.924272E+01,2.650017E-02,2.407722E-03,3.084210E+02,2.972812E+01,1.295731E-02,1.824034E-03
24:00:00,1.035883E+03,0.000000E+00,4.350719E-02,0.000000E+00,1.430323E+03,0.000000E+00,6.008391E-02,0.000000E+00,1.027364E+02,0.000000E+00,4.318519E-03,0.000000E+00,4.589560E+02,0.000000E+00,1.928154E-02,0.000000E+00,2.784254E+02,0.000000E+00,1.170005E-02,0.000000E+00,6.415822E+02,0.000000E+00,2.694677E-02,0.000000E+00,3.138805E+02,0.000000E+00,1.318632E-02,0.000000E+00
Peak,3.503582E+03,1.499056E+03,2.180431E-01,1.051005E-01,5.175356E+03,2.087334E+03,3.203330E-01,1.463495E-01,9.250057E+02,3.431395E+02,5.961536E-02,2.405636E-02,2.102964E+03,7.797868E+02,1.309369E-01,5.467107E-02,1.757791E+03,6.109942E+02,1.101397E-01,4.283486E-02,2.334778E+03,9.349602E+02,1.457388E-01,6.554992E-02,1.500799E+03,6.380619E+02,9.378461E-02,4.473341E-02

Peak Vol Flow (m3/s),,,1.860929E-01,8.969999E-02,,,2.733942E-01,1.249047E-01,,,5.087984E-02,2.053135E-02,,,1.117505E-01,4.666004E-02,,,9.400077E-02,3.655820E-02,,,1.243835E-01,5.594480E-02,,,8.004222E-02,3.817856E-02
